0,1,2,3,4,5,6,7,8,9,10,11,12,label
-414.25296,42.13917,-5.8231845,14.464253,-7.9918327,4.5417266,-25.975836,7.093446,-20.887335,-3.9355721,-16.249445,2.0396934,-8.492622,angry
-453.45517,46.135345,-5.617446,13.209731,1.311093,5.292792,-19.851233,3.6980474,-19.296541,-3.303156,-18.242346,10.631408,-5.300302,angry
-402.6447,43.428734,-15.44513,1.2237016,-1.6736815,3.4330137,-29.007046,2.7719564,-15.889194,-1.1315272,-13.6544485,12.918555,-3.6190097,angry
-423.55536,46.9189,-12.310076,9.034493,-3.2204022,11.373515,-30.301056,-6.9497433,-19.491966,-0.15674469,-5.280198,4.244815,4.7050695,angry
-387.33508,61.405315,-11.66667,2.5140564,-19.53688,7.761379,-30.0106,-6.617981,-23.908728,-1.5910821,-3.444624,2.199839,-0.58925486,angry
-412.99963,54.677937,-9.158868,8.249551,-1.1724317,4.312382,-27.26917,4.123639,-17.420887,-3.1329465,-13.572322,5.600728,-3.8640115,angry
-392.33218,57.90784,-20.312376,1.0160428,-5.934714,4.40894,-31.347881,6.5248604,-21.106667,-2.6047971,-12.671396,6.526631,-5.348496,angry
-438.45187,70.50758,-12.010725,-10.742409,-8.590994,11.732252,-18.500595,3.1826243,-18.012814,1.9495825,-12.433647,3.0601006,-5.824708,angry
-447.34015,53.006744,-15.693981,3.1988938,-3.2663207,9.413678,-19.883768,-2.7362988,-19.683159,0.15375823,-9.613824,13.587085,-4.565481,angry
-406.1351,74.52573,-16.559063,-6.5624075,-18.71797,5.3460116,-21.820946,6.138181,-22.579546,-1.2233169,-14.866109,4.2656546,-3.6855862,angry
-389.0233,45.2262,-2.4735713,17.100672,-19.597647,13.774982,-27.102657,-7.9093027,-26.934868,-10.0238695,-0.16563877,-2.0107288,-6.035789,angry
-418.89874,72.08736,-7.226634,-16.516577,-14.326117,15.670534,-18.825191,-8.754189,-19.633259,-2.2590573,-12.953399,8.986607,-0.25148684,angry
-417.36984,40.698116,-7.622512,11.473222,-11.683348,19.966074,-25.85777,-7.118032,-20.930304,-5.459861,-4.759675,0.7773326,-0.14170608,angry
-388.88242,52.63062,-19.74221,-3.6474333,-10.40338,3.3194938,-26.465132,-2.8306913,-21.052898,2.7215977,-12.462851,9.1279,-5.713486,angry
-432.22073,44.630653,-4.71404,-3.0915082,-9.789563,9.221193,-17.066467,2.6463127,-15.177421,2.207384,-7.1282296,13.615646,-2.7006037,angry
-394.48633,70.48438,-9.061494,0.18769935,-9.875372,7.5634828,-24.532877,-2.0770175,-25.371302,0.037779916,-15.025548,0.45580575,-7.134936,angry
-416.41354,52.300594,-7.316102,-8.802849,-15.852891,6.6622834,-20.678663,-2.316185,-19.714504,4.951565,-8.099118,7.8695226,-5.6842422,angry
-415.5853,48.796402,1.2911369,-3.4430668,-21.092142,3.9064958,-20.767405,4.998846,-18.649752,-0.9870064,-14.530608,7.644001,-7.819112,angry
-419.78256,75.8424,-1.5228093,-8.353553,-23.529879,9.828457,-17.54303,-1.7591964,-23.08221,-7.548688,-7.7429824,-1.7787395,1.0223103,angry
-422.89813,68.61906,0.3862259,-12.734322,-24.490534,9.97697,-24.20609,2.479078,-19.61162,-5.3552985,-11.968872,11.030624,-0.2790916,angry
-405.07187,59.769,-4.806552,5.0393586,-18.395151,14.750746,-18.66187,-12.219747,-31.164825,-5.799803,-6.879389,2.3626497,-1.7545663,angry
-397.30133,65.87416,-13.767748,-6.224266,-20.154642,-0.98195106,-21.200682,2.7912562,-15.281492,3.2888684,-12.121821,1.9641597,-5.4547544,angry
-395.96606,73.10468,-14.966297,-8.06628,-19.27687,3.3219895,-15.494035,1.4856347,-21.62147,-0.076967776,-14.749708,6.9175496,-3.9011948,angry
-453.2095,68.16452,-13.312066,-8.269825,-16.287998,11.478632,-14.64371,0.34956995,-17.234455,2.8528972,-11.493069,14.333185,-6.685395,angry
-410.66904,62.86054,-14.005757,9.285404,-4.2189155,15.016201,-31.338564,-8.788034,-22.563765,-8.57989,-6.6201377,-1.867399,2.2588394,angry
-413.58377,41.533566,-24.049147,-5.3858914,-7.8633566,10.183154,-25.695107,3.7448387,-16.080706,1.568792,-8.292618,5.83737,-3.985875,angry
-413.0799,64.96965,-9.497796,-11.043669,-4.0515394,19.394583,-27.369617,-4.953887,-18.858221,3.0083551,-13.5661545,9.769898,-2.7577407,angry
-447.80927,52.584232,-10.457514,1.1734519,-8.869697,10.368476,-21.021872,-0.105214864,-12.567985,4.816132,-15.819659,13.119082,-5.862018,angry
-407.53064,62.796177,-17.880445,-0.06504091,-8.074565,4.173644,-31.418888,4.8112965,-18.32587,3.0037992,-15.832502,2.2124736,-7.164682,angry
-408.93933,63.44511,-6.8610563,-7.6124144,-14.686706,3.1280289,-28.275234,-0.082121976,-20.95851,2.4856238,-13.504995,10.260577,-3.6287165,angry
-391.15475,73.60066,-9.021564,-11.371843,-24.131763,11.600035,-24.480255,-5.615062,-24.362974,-7.704751,-1.8817854,2.4735527,1.0302283,angry
-383.82837,82.09648,-5.3333383,-5.595997,-19.894476,-2.1296833,-18.16697,3.788747,-27.66078,-1.5912087,-18.719748,1.6285198,-4.7485733,angry
-405.95486,73.38431,-2.3053203,-1.8472406,-14.546948,14.361586,-20.640268,-7.499226,-28.02254,-13.922387,-7.715983,-0.6808436,-1.012711,angry
-381.11914,70.40224,-6.121088,-2.1744158,-16.87741,3.8052523,-18.413868,4.7960587,-25.640955,-4.8501415,-21.797438,1.819809,-9.061214,angry
-407.48416,58.023388,-6.902162,-10.646066,-24.679817,11.184293,-16.160784,3.6002939,-20.029825,0.056910705,-13.177429,12.005503,-8.737538,angry
-406.12244,53.453033,-14.108107,-5.7009397,-15.61312,7.1336875,-19.565535,0.19775942,-23.773756,-4.9888825,-1.6323472,4.6997976,-0.69126487,angry
-384.42624,65.48145,-21.23424,-3.6494029,-5.232694,2.5198934,-33.99762,2.8759372,-17.035383,1.1197025,-12.114598,2.5812352,-6.6298294,angry
-374.181,45.22178,-11.018505,5.600374,-3.6648917,6.403171,-29.243898,0.93082124,-21.510237,-13.990306,-7.092036,0.42702293,-0.16146454,angry
-392.5421,64.27631,-12.310401,1.75508,-8.243842,15.7903595,-28.080933,-13.453186,-22.376564,-10.593822,-3.6022656,-5.6168284,0.3535387,angry
-419.32318,43.917046,-8.325928,12.657129,-0.31251234,10.722382,-25.008932,-7.856453,-21.725697,-4.7557387,-2.694767,-0.030465832,-1.864032,angry
-413.38528,37.135303,-10.464686,1.2635267,-15.821653,10.948181,-25.416403,2.2482517,-14.733095,2.294295,-14.989659,9.728263,-6.417873,angry
-396.78268,64.9306,-6.1191707,-4.401112,-15.200904,9.762269,-21.169304,-4.9527245,-24.966364,-12.807864,-3.4074016,0.22453089,-3.4491901,angry
-404.74634,54.93356,-9.781742,-9.677465,-18.502274,10.124251,-21.134192,1.2430443,-18.07057,-2.0726192,-11.354875,5.437233,-5.852542,angry
-413.6211,55.918594,-22.42381,-9.749525,-1.0903333,6.4749317,-28.19877,7.774792,-19.035294,6.7959704,-14.873645,11.328489,-4.7517085,angry
-400.96024,55.8447,-19.013664,12.616966,0.41521132,1.5536191,-28.580673,4.5919595,-22.791203,-0.919664,-14.552985,5.88225,3.8061388,angry
-398.38898,47.39532,-11.635102,11.039197,-3.415458,6.3180866,-29.547617,5.2126813,-18.924326,-10.611416,-4.5977902,-1.3296969,2.2066298,angry
-396.6667,63.656525,-21.830608,-6.9589176,-13.6855135,18.733139,-27.031677,-1.1404935,-15.677251,2.4853704,-1.9278358,0.8502357,-2.986098,angry
-404.09653,72.82009,-2.2694697,-12.947613,-18.672787,14.787236,-23.313244,-3.3966467,-18.562586,-4.847037,-5.9907155,3.03911,5.6455836,angry
-415.31378,61.34726,-13.357011,7.3111124,-3.7334788,10.362559,-31.971195,-5.8180323,-17.673477,0.23217857,-2.74318,3.336523,0.9772965,angry
-417.04178,50.762554,-10.662648,-0.13318367,-8.888263,19.53143,-20.296984,-14.300184,-23.17511,-2.273042,-1.735533,5.033252,1.2425123,angry
-432.03284,67.4394,-0.39690983,-5.253836,-13.393067,8.563911,-24.192295,1.8571881,-22.298494,-2.063836,-5.1694527,-0.6484744,-2.1389499,angry
-449.42184,48.277702,-10.133856,0.66421825,0.49645942,7.5375237,-25.637592,3.5928159,-13.205755,4.082108,-11.485018,16.650629,-1.6010424,angry
-448.49268,53.367138,-11.2802105,-2.2532022,-1.7225705,8.04572,-21.486406,4.713529,-15.548056,2.2317328,-11.699056,13.56284,-0.92130846,angry
-433.9134,76.040535,5.0394187,2.9176672,-21.366045,-0.4953156,-24.877472,0.32493892,-23.69088,-1.1922003,2.9752223,-1.395686,0.84693027,angry
-388.4179,62.95935,-0.9294313,3.488299,-19.242195,-7.248994,-21.2888,6.454409,-23.896305,5.279222,-17.089252,1.7823856,-7.56358,angry
-413.35995,59.617157,-16.656076,-11.387674,-9.084389,7.52843,-17.548498,5.86279,-19.470303,2.6758273,-13.115186,10.553797,-1.4469701,angry
-400.4104,74.354675,-12.366054,-17.398052,-5.9221883,8.442817,-33.512535,0.28223708,-16.675226,5.186572,-12.72117,6.3171225,-9.867038,angry
-402.50616,72.79106,-11.492146,-8.445433,-2.64779,6.3995724,-31.45081,-1.1116568,-23.072184,2.0674877,-16.313486,6.2577147,-8.233406,angry
-401.26172,62.101376,-12.452737,-12.448532,-4.75002,6.117286,-28.0841,-1.102482,-26.74091,-0.8432742,-14.148404,10.915856,-3.8719716,angry
-404.48648,63.842407,-14.2556505,-9.346475,-2.6100016,5.8693485,-27.453949,-2.5119143,-24.957268,3.4522574,-19.15638,9.824888,-7.596729,angry
-404.4695,67.03671,-20.925476,-13.38369,-13.471404,14.388874,-26.165493,-1.3463576,-20.920666,0.31160343,-4.8964458,1.2852271,-1.8499073,angry
-439.30066,58.07913,-7.837801,3.4821975,-4.110437,8.701686,-19.449686,5.9164376,-22.6789,2.3596,-16.77042,6.206203,-7.8504815,angry
-400.2216,56.637783,-14.1976185,-5.658942,-7.7959437,3.2631812,-28.234621,1.6595358,-22.940857,2.3292198,-18.455904,6.858462,-10.527147,angry
-423.56116,66.76116,-8.471442,-2.7888074,-11.149797,13.0741625,-28.598423,-11.658648,-18.574675,-3.945425,-0.7259773,1.9764274,-2.243736,angry
-403.26477,59.845257,-6.345199,-4.4320893,-14.64082,9.449814,-22.144892,-9.099486,-20.999544,-10.748431,-6.2854514,3.155036,-5.678681,angry
-428.95337,68.724625,-8.707062,-2.5948172,-9.23081,14.210241,-21.703165,-8.892073,-23.495354,-7.0030003,-6.0009475,2.2175736,2.22774,angry
-410.97876,70.26888,-1.918515,-10.096255,-26.90068,7.5146465,-19.490213,-6.284447,-20.05145,-8.995094,-6.085041,1.9210083,-4.6935406,angry
-406.3597,68.18414,-0.7518278,-15.281454,-25.006176,6.5428076,-17.002222,-3.7181876,-19.151394,-6.5249724,-18.238386,10.4769945,-9.338281,angry
-420.8994,63.691616,-4.1760178,-5.0845146,-17.75365,11.200404,-16.211418,-8.139205,-23.093662,-0.36725903,-4.6866307,3.9403143,2.1147232,angry
-392.30692,67.68896,-15.256555,-22.701794,-24.805634,9.962219,-23.584288,1.9751161,-21.570652,1.9917457,-14.272462,11.103283,-5.7966394,angry
-423.2711,62.22562,-12.149744,-9.560805,-13.163904,18.30962,-19.41619,-5.408749,-21.908516,-0.6875865,-0.24386445,8.51862,-0.6827833,angry
-422.18753,61.308273,-14.487681,-6.046754,-16.640503,10.859959,-17.325346,-7.985904,-19.689135,-1.8578402,-4.060237,4.009774,0.021579213,angry
-404.6198,43.14202,-11.547272,-0.8345548,-11.412169,12.520923,-33.616856,5.8061414,-20.072962,4.160242,-14.253221,11.247588,-4.991666,angry
-365.9919,52.781956,-14.022456,3.0662928,-20.91228,7.8142414,-33.794846,-4.070837,-24.7343,-0.47649077,-4.5912876,2.8275921,4.092011,angry
-403.7502,36.214783,-13.843302,6.5155025,-13.959895,18.21844,-28.73338,-9.465564,-18.367413,2.8036735,1.3938636,1.5104628,-0.16158843,angry
-386.04684,17.964891,-9.953431,23.847296,-12.56756,9.369714,-28.679857,-0.15432803,-20.67944,-3.0009825,-3.4838228,0.46127725,-3.0755227,angry
-373.3349,41.456093,-11.682416,-5.3820086,-15.591448,8.454354,-31.101564,6.584962,-21.3034,9.226894,-16.038305,11.936361,-8.071785,angry
-394.86716,46.38679,-25.247364,-3.4369144,-12.812694,4.7756915,-26.526917,7.187284,-14.350647,6.8925095,-17.947107,11.883934,-7.123777,angry
-383.16568,56.032932,-22.395365,1.7306743,-19.194252,4.4714136,-23.026442,1.2375112,-19.404043,-2.073671,-0.70863646,1.6329668,-1.971381,angry
-403.1026,57.269207,-10.797682,-0.75571275,-22.622372,7.6101475,-18.499926,8.832519,-20.090548,-0.5017283,-14.014209,12.12336,-3.0508816,angry
-395.82367,20.780153,-15.159817,19.788443,-7.4539404,7.962642,-23.476194,-3.4064295,-18.738638,-6.491398,-3.6948326,2.8691616,-0.85868496,angry
-394.0246,49.325874,-16.2238,2.7975798,-10.403535,21.79109,-27.172068,-13.332986,-24.349443,-0.9497452,-4.0727015,-1.438558,-1.5855387,angry
-379.0872,44.99524,-17.429104,11.017099,-10.425997,11.869549,-29.616379,-11.80797,-24.73869,-5.157307,-4.212831,0.5154502,-2.138938,angry
-355.27744,52.067448,-16.210768,-0.7618114,-14.492329,5.702643,-28.562868,4.633376,-19.195513,2.9165266,-8.979271,8.008825,-10.52763,angry
-369.27188,46.545494,-17.704569,-8.324037,-19.930994,10.433236,-28.687092,7.952164,-20.115788,7.172321,-10.380551,12.849884,-7.125829,angry
-450.9546,46.73889,0.5640336,0.4831016,-15.690219,8.9047575,-17.770926,4.8754106,-19.917799,0.31837648,-14.950774,10.71099,-4.0228295,angry
-392.52402,31.872007,-5.7753468,6.4019017,-18.714495,9.076745,-20.718662,-4.235057,-20.619432,-1.8391343,-8.104781,2.168598,-3.9700685,angry
-372.88095,61.669876,-18.296833,-13.905166,-21.592482,14.908844,-26.072515,-5.5758104,-23.707748,-4.3878183,-2.5708027,7.002604,2.0717628,angry
-412.5275,40.514423,-9.530606,-8.449885,-14.111743,17.891018,-23.359287,6.585097,-22.45032,3.3701265,-15.080831,18.56474,-5.143984,angry
-354.8789,45.807507,-18.781096,-6.1829004,-17.927723,7.816615,-26.443552,6.927641,-25.796959,4.6378922,-12.232876,11.412863,-7.3149447,angry
-405.1856,44.179695,-13.208354,6.275042,-16.697235,15.29474,-25.624844,-3.9635048,-21.101736,1.5460656,0.8479195,4.4020243,1.2784241,angry
-367.30905,49.614876,-23.449673,-11.060061,-6.3518987,11.10597,-32.135174,-3.6278727,-25.308464,3.7307327,-14.073144,8.488798,-7.003819,angry
-393.5762,47.348854,-12.044268,2.607474,1.441343,3.650985,-30.10507,5.289896,-17.718311,-0.56929004,-9.97129,7.6352725,-3.2256813,angry
-402.9667,55.166515,-19.958752,-6.6413703,-15.965832,7.5522494,-17.874142,-1.3325874,-18.03727,-4.546365,-3.637942,3.810355,3.3038185,angry
-437.3057,50.99853,-7.711599,10.703763,-2.745581,10.917195,-27.031727,-0.75391877,-20.55189,-4.974099,-4.0958996,3.3991122,2.4453814,angry
-384.50296,51.251854,-7.045086,17.849497,-4.8538127,4.649074,-25.144508,-3.5472472,-20.129635,-4.821448,-5.993303,2.5230155,-1.9515651,angry
-392.4142,58.116726,-14.188078,0.072858006,-17.689138,4.661344,-26.188398,-5.054342,-18.996832,0.3097371,-2.2699692,4.416741,-0.103769034,angry
-376.58377,45.510376,-9.799549,5.683282,-5.4809513,8.169167,-30.76457,-6.91482,-21.849741,-2.9080913,-6.0738893,1.6749371,-0.36328256,angry
-386.45844,62.333668,-9.33048,-19.365133,-4.027196,14.55202,-32.147755,-5.589186,-23.962004,3.278215,-16.986725,7.505731,-7.0669775,angry
-413.36127,50.317924,-12.979396,-16.42727,-14.145958,12.854411,-23.802137,9.560503,-19.209097,1.0181074,-10.955572,14.768689,-3.0274599,angry
-394.388,54.138927,-5.708799,-2.743496,-15.258127,16.599375,-22.346191,-3.4453778,-24.759464,-5.5536723,-3.8171377,3.1957793,1.5046479,angry
